name,x,y,width,height
r5043,9092,3318,1,18
r5044,9176,8707,3,4
r5045,3940,6756,2,8
r5046,7887,3794,5,15
r5047,5083,8994,5,19
r5048,5958,9279,1,8
r5049,3824,2777,5,4
r5050,920,5836,1,8
r5051,5510,8136,3,3
r5052,9190,8012,4,13
r5053,5923,1508,5,15
r5054,8825,3235,5,4
r5055,5321,9240,5,12
r5056,9698,3075,3,20
r5057,1568,4590,2,7
r5058,7520,8774,4,1
r5059,5963,6239,2,1
r5060,1361,8262,2,8
r5061,8165,19,4,6
r5062,7456,262,3,10
r5063,3128,8097,5,6
r5064,1317,1080,1,2
r5065,1527,4290,3,2
r5066,658,5412,3,1
r5067,282,2775,5,8
r5068,8487,5469,5,6
r5069,5489,7107,5,11
r5070,7607,9409,3,6
r5071,2228,5287,3,13
r5072,4664,7470,1,10
r5073,3202,7793,5,16
r5074,5010,734,4,16
r5075,1287,5631,3,20
r5076,2653,9911,5,14
r5077,7219,6174,1,14
r5078,9652,3290,1,4
r5079,4853,8865,3,1
r5080,1381,134,5,20
r5081,7996,6300,4,13
r5082,9590,7762,4,18
r5083,3519,5457,2,20
r5084,2819,6733,1,19
r5085,1516,5189,2,2
r5086,6424,5363,4,3
r5087,3057,9631,2,5
r5088,7855,3509,2,12
r5089,5126,2207,4,5
r5090,2796,8572,2,15
r5091,6440,6150,5,6
r5092,2201,5674,3,10
r5093,3467,2702,2,9
r5094,592,4537,3,15
r5095,3310,3566,1,10
r5096,4334,8360,1,2
r5097,1399,8258,1,8
r5098,4992,6284,1,6
r5099,8754,7983,1,13
r5100,7994,9455,3,20
r5101,783,6294,3,10
r5102,7324,5725,2,17
r5103,6267,4496,3,17
r5104,7720,1912,4,20
r5105,276,883,2,16
r5106,8484,8221,2,9
r5107,4394,6156,5,3
r5108,9863,9394,3,10
r5109,3472,8324,4,4
r5110,1444,1134,4,9
r5111,6968,7866,4,3
r5112,2775,1293,1,20
r5113,1148,8498,3,20
r5114,9732,7848,3,18
r5115,3032,1492,2,18
r5116,3777,3059,5,2
r5117,8868,6771,5,1
r5118,3274,8615,5,7
r5119,1870,4650,3,17
r5120,7480,1668,4,13
r5121,1615,833,3,19
r5122,8899,6473,5,3
r5123,8418,8079,1,15
r5124,3219,4797,5,8
r5125,5600,791,3,14
r5126,7824,4428,3,16
r5127,2282,500,5,11
r5128,7713,8320,3,1
r5129,5447,9085,5,14
r5130,2042,2456,2,13
r5131,8745,7276,1,19
r5132,6064,8330,1,1
r5133,7456,5840,5,2
r5134,4293,9953,2,1
r5135,1077,2839,1,11
r5136,9502,5499,4,19
r5137,1697,711,4,8
r5138,3213,5424,4,7
r5139,6497,1698,5,10
r5140,9480,3820,5,4
r5141,9148,5076,1,14
r5142,6212,1880,5,3
r5143,8312,3590,4,4
r5144,6257,7388,3,12
r5145,3494,8016,1,8
r5146,4494,8043,2,12
r5147,8359,2229,1,5
r5148,9709,8177,4,10
r5149,735,1830,1,3
r5150,9853,2894,2,1
r5151,7549,5393,5,11
r5152,3618,3500,2,19
r5153,4971,9047,3,3
r5154,8680,9189,4,9
r5155,592,6529,1,9
r5156,6368,9711,2,3
r5157,8214,4284,2,3
r5158,1556,2286,5,5
r5159,5190,1734,2,19
r5160,1886,1019,5,15
r5161,3350,5976,2,2
r5162,7853,1175,2,16
r5163,9350,1926,4,16
r5164,8102,2167,2,12
r5165,6073,7788,4,1
r5166,7655,9489,4,12
r5167,5613,6191,2,13
r5168,8335,6813,1,15
r5169,5629,1820,4,2
r5170,4962,1657,2,4
r5171,9832,8326,5,2
r5172,239,5342,3,3
r5173,3597,5123,2,15
r5174,9960,5409,3,17
r5175,9026,2600,1,9
r5176,7096,7125,1,12
r5177,5770,8607,5,10
r5178,2658,8123,5,12
r5179,1155,682,1,20
r5180,8701,1449,3,20
r5181,8411,2404,3,20
r5182,3750,1342,5,4
r5183,3247,1373,4,6
r5184,7409,9812,2,15
r5185,2679,175,2,13
r5186,5036,1645,2,1
r5187,7380,3148,5,2
r5188,417,4056,2,15
r5189,9225,29,1,16
r5190,5205,888,5,1
r5191,6684,6066,1,6
r5192,6818,5561,1,2
r5193,1660,2767,1,19
r5194,4017,4307,2,15
r5195,1968,5590,3,9
r5196,7966,1578,5,13
r5197,14,6779,3,16
r5198,2679,6495,2,18
r5199,7549,466,4,14
r5200,9961,7631,4,5
r5201,3846,8878,1,10
r5202,5374,122,1,13
r5203,2070,9607,2,13
r5204,1398,3459,4,12
r5205,8166,9433,5,3
r5206,2722,1078,1,8
r5207,8791,8419,1,16
r5208,668,1525,4,19
r5209,4381,5561,4,14
r5210,4939,1817,3,5
r5211,8761,6913,4,17
r5212,5192,1849,2,12
r5213,6170,1140,4,6
r5214,99,3501,4,9
r5215,565,9938,3,15
r5216,6234,3534,1,4
r5217,3660,3543,5,3
r5218,7665,8339,3,5
r5219,6047,7063,4,4
r5220,8183,2693,3,15
r5221,7336,874,3,15
r5222,2892,4753,3,10
r5223,7343,4451,5,20
r5224,6532,4683,3,9
r5225,5988,5227,5,17
r5226,7394,842,5,13
r5227,6421,5644,4,5
r5228,697,9567,4,15
r5229,8145,5528,5,17
r5230,2998,4363,1,20
r5231,3046,8706,3,19
r5232,1941,876,2,14
r5233,6918,5623,1,2
r5234,6357,3541,5,20
r5235,605,353,4,19
r5236,5921,4761,4,7
r5237,702,5692,2,17
r5238,6447,4351,3,16
r5239,5814,950,5,1
r5240,4149,2249,4,14
r5241,883,302,4,14
r5242,7758,5414,2,19
r5243,2998,4880,3,15
r5244,6668,7296,2,5
r5245,4137,5437,3,14
r5246,2105,1475,1,20
r5247,8031,3272,3,3
r5248,3637,1801,2,11
r5249,8559,5864,4,15
r5250,1976,2943,4,4
r5251,1199,1390,1,14
r5252,2666,8420,2,16
r5253,3636,2913,3,18
r5254,1714,906,2,19
r5255,2687,9817,3,4
r5256,8897,5718,4,14
r5257,9224,8100,3,4
r5258,6537,1683,1,17
r5259,9460,8031,3,19
r5260,3514,8587,4,7
r5261,3519,3294,1,1
r5262,7521,6789,5,7
r5263,5634,7384,2,5
r5264,6564,1300,4,4
r5265,5749,9390,1,6
r5266,1011,3202,3,15
r5267,8813,2414,5,17
r5268,6442,8548,5,9
r5269,6969,3348,5,10
r5270,735,1322,2,1
r5271,7096,9764,3,19
r5272,8040,1035,3,19
r5273,2765,3198,1,8
r5274,5960,1182,5,16
r5275,9124,5523,1,10
r5276,8825,2057,3,7
r5277,6930,3727,4,13
r5278,3278,7647,5,15
r5279,278,6283,1,15
r5280,8227,433,2,9
r5281,7879,1713,4,10
r5282,358,6892,5,17
r5283,7822,1090,1,17
r5284,5771,4443,5,8
r5285,4741,5115,4,8
r5286,8430,959,1,1
r5287,973,2347,2,10
r5288,7465,8689,4,1
r5289,6726,3181,5,15
r5290,8825,5656,2,2
r5291,3380,3751,1,13
r5292,7519,4295,2,5
r5293,4092,352,2,20
r5294,2786,3046,3,16
r5295,5270,8470,2,17
r5296,3737,8894,5,7
r5297,2131,6356,5,1
r5298,2271,2780,1,4
r5299,5653,7798,2,16
r5300,8866,6143,3,12
r5301,7234,9389,5,8
r5302,5105,7093,4,4
r5303,609,9659,5,15
r5304,3475,749,1,1
r5305,5282,2404,3,18
r5306,5985,3402,1,7
r5307,6924,5679,2,9
r5308,1188,8072,3,4
r5309,6683,8574,1,20
r5310,5347,8528,3,8
r5311,4399,3650,3,17
r5312,1254,9733,4,19
r5313,3751,4489,1,20
r5314,9865,3507,4,2
r5315,8431,3294,4,7
r5316,3624,1725,1,4
r5317,3737,8436,4,4
r5318,4235,1930,4,19
r5319,3922,4990,5,13
r5320,5571,7160,3,13
r5321,1188,7786,4,17
r5322,5928,111,4,6
r5323,4142,2407,3,4
r5324,7158,3179,1,1
r5325,9477,5597,2,8
r5326,6723,4123,3,18
r5327,3339,9185,3,2
r5328,9427,4934,2,14
r5329,4479,1024,4,7
r5330,7427,5322,5,13
r5331,3429,1882,4,19
r5332,8766,4029,5,5
r5333,9529,5574,3,3
r5334,1541,5299,5,2
r5335,3506,3420,5,14
r5336,2168,8686,3,12
r5337,5813,1284,1,6
r5338,6102,3096,3,14
r5339,1598,5088,3,11
r5340,9664,29,4,13
r5341,9083,4040,1,11
r5342,8701,669,5,12
r5343,6059,5204,1,8
r5344,4213,6925,3,14
r5345,4012,5264,3,7
r5346,698,7751,5,9
r5347,3559,5472,1,13
r5348,3162,6548,2,9
r5349,5354,4708,3,8
r5350,7002,7967,1,6
r5351,2959,9356,4,5
r5352,4535,1293,5,11
r5353,2463,5083,5,9
r5354,3441,9494,3,2
r5355,6665,9223,3,8
r5356,4344,638,2,18
r5357,6346,9575,3,15
r5358,355,8605,2,17
r5359,5377,6595,5,1
r5360,1099,6010,5,11
r5361,6022,9957,2,17
r5362,5272,4694,5,20
r5363,8490,4813,4,2
r5364,4910,4907,3,12
r5365,5673,2644,3,12
r5366,591,6658,3,17
r5367,8589,7475,1,10
r5368,691,1591,1,8
r5369,3035,5265,2,16
r5370,5384,1152,5,5
r5371,323,9291,5,18
r5372,3086,3509,5,20
r5373,9495,7667,3,10
r5374,4249,9577,5,15
r5375,6897,5136,1,4
r5376,9266,741,4,5
r5377,9803,3690,1,20
r5378,525,9359,5,13
r5379,2533,194,2,3
r5380,5190,9808,4,3
r5381,3923,9759,2,3
r5382,8473,4255,1,9
r5383,3349,5205,2,2
r5384,2986,8180,5,8
r5385,5922,5780,4,17
r5386,7692,2262,2,3
r5387,6259,389,4,11
r5388,6301,9434,1,8
r5389,8331,6633,4,12
r5390,2834,4654,3,15
r5391,3666,5154,1,12
r5392,2970,4340,3,18
r5393,2852,2497,2,15
r5394,9435,837,3,3
r5395,5441,2199,1,6
r5396,382,9560,2,6
r5397,8670,7590,4,17
r5398,3340,6685,5,16
r5399,8475,7054,2,10
r5400,3484,2228,5,7
r5401,3873,8510,5,4
r5402,8213,8255,4,13
r5403,3803,3057,1,13
r5404,3034,5813,5,9
r5405,9684,6065,2,15
r5406,3403,4885,3,13
r5407,6910,348,5,18
r5408,2609,2773,5,10
r5409,9021,2922,3,7
r5410,4817,8393,1,9
r5411,2039,7380,3,20
r5412,9003,9547,3,11
r5413,6432,4781,1,5
r5414,1078,5656,1,18
r5415,9552,9816,4,6
r5416,4023,8417,5,2
r5417,5341,5685,2,12
r5418,1803,3911,1,4
r5419,9133,997,2,18
r5420,4389,1940,2,11
r5421,9744,1964,1,13
r5422,2685,3403,4,17
r5423,796,1984,5,4
r5424,9511,3223,2,10
r5425,4936,1577,5,17
r5426,3989,7366,1,11
r5427,3399,2252,1,17
r5428,3585,3641,5,15
r5429,5703,300,4,8
r5430,1647,8667,3,17
r5431,720,3045,2,12
r5432,8405,1030,5,10
r5433,7807,5315,1,15
r5434,2554,2688,2,11
r5435,6326,106,2,1
r5436,9425,220,2,16
r5437,1912,3369,4,10
r5438,2607,3911,3,13
r5439,7479,2854,5,15
r5440,4028,9657,5,13
r5441,2544,2258,2,10
r5442,642,2560,4,19
r5443,5109,5059,2,19
r5444,4265,4398,4,10
r5445,2725,5162,5,3
r5446,5623,353,2,8
r5447,5379,7889,2,11
r5448,9919,5598,1,7
r5449,4418,9017,5,5
r5450,6921,8128,2,9
r5451,9811,1204,3,16
r5452,519,5793,3,14
r5453,628,5979,2,3
r5454,7175,2948,2,9
r5455,3379,8149,1,4
r5456,8673,7688,2,9
r5457,1928,533,3,16
r5458,8160,3419,5,7
r5459,4369,1006,4,10
r5460,9393,5360,4,8
r5461,4736,7724,2,11
r5462,6621,6752,4,9
r5463,357,4646,3,16
r5464,9554,1014,3,16
r5465,9852,6864,5,5
r5466,394,8968,3,11
r5467,4928,3812,3,17
r5468,9378,2093,4,18
r5469,3473,425,3,19
r5470,4007,3646,3,2
r5471,7818,696,2,18
r5472,1624,4544,1,14
r5473,7542,9917,2,13
r5474,6230,4805,3,3
r5475,7267,4831,3,11
r5476,3303,3550,2,15
r5477,6924,4895,4,8
r5478,2182,4196,3,16
r5479,2246,1007,1,4
r5480,3142,1807,3,8
r5481,8199,6565,5,16
r5482,4013,2125,2,13
r5483,3209,8987,5,15
r5484,2519,4487,4,8
r5485,3482,9946,3,12
r5486,6479,3873,2,3
r5487,5565,9079,4,10
r5488,8492,9938,1,14
r5489,7699,2739,3,14
r5490,9048,4639,2,4
r5491,5013,7991,3,2
r5492,6089,4921,3,5
r5493,8152,8657,2,20
r5494,1537,290,1,15
r5495,4029,1925,1,8
r5496,8799,1219,4,13
r5497,8180,9854,1,14
r5498,6617,1697,2,4
r5499,6230,9789,4,12
r5500,4128,8676,3,9
r5501,113,2897,2,3
r5502,9700,8053,3,10
r5503,3623,2695,1,5
r5504,2784,6679,4,9
r5505,8773,6816,4,14
r5506,5245,5873,2,19
r5507,1986,8464,3,12
r5508,9787,2844,2,13
r5509,9540,3082,3,12
r5510,6273,2332,4,19
r5511,7167,9592,5,17
r5512,4336,3499,1,10
r5513,762,9615,5,19
r5514,190,3029,3,2
r5515,9561,563,1,12
r5516,7075,7058,4,6
r5517,472,4585,2,2
r5518,6466,9959,2,7
r5519,7989,2675,3,20
r5520,6065,6340,2,12
r5521,3332,7684,2,17
r5522,2280,2625,1,10
r5523,5004,6843,2,14
r5524,1891,7858,4,17
r5525,6541,6209,1,18
r5526,2725,2434,4,10
r5527,4384,7045,4,15
r5528,4041,3476,4,9
r5529,9371,7136,5,17
r5530,1986,1639,1,2
r5531,652,6529,1,5
r5532,2058,1451,1,6
r5533,4386,1995,4,14
r5534,1997,2377,2,13
r5535,9072,6140,1,16
r5536,6879,7109,2,2
r5537,3757,8592,4,12
r5538,3624,7846,1,7
r5539,4650,6800,5,15
r5540,8455,3043,3,3
r5541,6540,1103,5,6
r5542,3908,1623,4,8
r5543,6224,4284,5,13
r5544,9164,2590,2,8
r5545,3330,5919,4,15
r5546,5161,5511,1,14
r5547,8675,9848,5,11
r5548,1696,2780,2,9
r5549,9564,1164,5,15
r5550,7114,1643,5,4
r5551,857,2143,1,7
r5552,7945,9016,3,14
r5553,7439,6660,1,4
r5554,9448,4215,2,8
r5555,3576,6557,1,17
r5556,324,8564,1,1
r5557,6534,5278,3,17
r5558,9477,2680,5,18
r5559,3123,3959,3,1
r5560,8901,2752,4,13
r5561,1082,4061,5,3
r5562,8455,108,3,15
r5563,4268,2166,3,11
r5564,8175,6762,5,5
r5565,6929,4213,3,5
r5566,7440,430,3,3
r5567,4346,4944,4,14
r5568,6267,6991,5,15
r5569,8978,9817,1,16
r5570,7947,4984,4,19
r5571,7521,4789,1,19
r5572,7185,6824,5,3
r5573,443,743,3,10
r5574,4849,462,3,4
r5575,9456,9317,2,17
r5576,2738,3902,2,7
r5577,85,5875,4,11
r5578,5180,3864,3,18
r5579,4441,2900,1,16
r5580,7644,4766,3,10
r5581,8704,7297,2,7
r5582,7774,3907,2,4
r5583,8008,7687,5,7
r5584,2118,3156,5,15
r5585,7730,2756,4,16
r5586,7748,5379,2,6
r5587,9665,9508,1,20
r5588,7056,6404,3,20
r5589,1307,4409,2,2
r5590,7448,7832,4,16
r5591,8806,4013,2,14
r5592,6642,1470,2,13
r5593,8434,8351,4,2
r5594,5402,9045,3,19
r5595,5935,5490,2,4
r5596,1965,8332,2,3
r5597,3558,6837,4,5
r5598,3637,7108,5,17
r5599,1913,2385,3,10
r5600,3931,442,4,16
r5601,7522,4495,4,8
r5602,7684,4310,4,13
r5603,1372,7779,3,20
r5604,9538,8643,5,16
r5605,5212,2935,2,2
r5606,6503,8073,4,15
r5607,6362,474,2,11
r5608,1527,8811,3,1
r5609,8947,1977,4,8
r5610,7967,9123,5,10
r5611,5409,6345,3,11
r5612,5869,5272,4,11
r5613,8915,9919,1,18
r5614,5726,9019,3,4
r5615,1711,2697,2,19
r5616,150,5497,2,20
r5617,6915,8682,4,12
r5618,9822,7550,1,11
r5619,6649,170,4,7
r5620,5382,6084,4,1
r5621,4752,5825,3,7
r5622,5595,1543,4,5
r5623,7676,6948,3,7
r5624,6359,4764,1,20
r5625,910,5032,3,14
r5626,4469,7804,2,11
r5627,135,6790,5,17
r5628,4386,4664,3,14
r5629,945,5751,3,8
r5630,6925,8462,4,10
r5631,9683,5830,2,9
r5632,6838,9031,3,3
r5633,3591,3846,3,5
r5634,4483,7892,2,6
r5635,9703,1136,3,3
r5636,8756,5286,5,15
r5637,7656,694,1,1
r5638,1200,2090,2,4
r5639,5952,6953,1,16
r5640,6440,1153,1,2
r5641,8802,7942,1,13
r5642,2345,1316,4,13
r5643,8889,2,5,13
r5644,5694,8980,1,11
r5645,1263,922,4,13
r5646,411,1303,5,16
r5647,1331,790,4,3
r5648,5653,2504,4,17
r5649,3110,6930,3,20
r5650,395,6745,1,3
r5651,5114,1487,2,1
r5652,231,8887,2,18
r5653,3566,735,4,9
r5654,9299,2565,1,3
r5655,6634,5374,3,20
r5656,1380,6525,4,5
r5657,1978,3187,5,20
r5658,3944,2791,3,6
r5659,5417,9698,2,1
r5660,474,4428,1,20
r5661,4697,691,1,20
r5662,8586,1773,1,5
r5663,3737,2649,1,11
r5664,429,9146,2,17
r5665,1246,5388,4,13
r5666,3966,1484,4,5
r5667,382,3737,3,13
r5668,8175,5016,5,2
r5669,935,7962,4,19
r5670,3698,432,2,9
r5671,3463,2033,5,9
r5672,9401,3871,3,18
r5673,3371,6716,3,18
r5674,2870,638,4,11
r5675,5282,4925,2,10
r5676,9606,4583,5,15
r5677,9715,5025,5,11
r5678,1282,3285,1,12
r5679,8342,6364,4,5
r5680,5321,8740,3,1
r5681,923,4330,4,7
r5682,7875,4681,1,15
r5683,1041,9454,1,3
r5684,6859,8189,2,7
r5685,7710,779,3,7
r5686,7187,2590,5,14
r5687,9926,9949,2,4
r5688,161,8547,3,10
r5689,1487,8063,5,5
r5690,844,4822,4,8
r5691,9221,2051,4,12
r5692,4638,8610,3,14
r5693,2805,2277,3,19
r5694,3773,9649,3,13
r5695,822,1072,2,6
r5696,4382,1832,4,7
r5697,2511,2452,1,10
r5698,919,7209,5,14
r5699,8078,8144,4,17
r5700,3574,1237,4,16
r5701,6852,7243,5,3
r5702,3543,7562,2,2
r5703,8878,3176,3,11
r5704,9118,1812,1,13
r5705,7430,8905,1,13
r5706,8291,3448,4,15
r5707,8928,7960,4,1
r5708,3236,8001,4,13
r5709,139,2125,2,6
r5710,2417,1399,5,1
r5711,569,7470,5,3
r5712,2121,9215,4,9
r5713,9049,8489,1,14
r5714,8472,2339,5,18
r5715,2732,2244,5,20
r5716,1541,5855,3,14
r5717,4674,6615,1,3
r5718,420,7823,4,13
r5719,5027,3082,3,7
r5720,1593,2337,5,6
r5721,6434,590,2,15
r5722,7349,2541,2,9
r5723,4512,4913,2,3
r5724,4747,7512,4,16
r5725,9489,9266,2,7
r5726,8299,1680,2,3
r5727,3927,7087,4,4
r5728,3713,7454,5,1
r5729,4507,494,5,9
r5730,8274,539,5,15
r5731,8458,9686,1,10
r5732,7045,6442,1,14
r5733,4980,6119,1,1
r5734,5764,9376,4,7
r5735,338,949,1,1
r5736,1682,9037,3,19
r5737,6047,8685,3,17
r5738,9950,7814,5,7
r5739,4841,1695,4,12
r5740,7754,2342,5,17
r5741,4556,7350,3,15
r5742,2948,1922,4,5
r5743,2155,7746,5,9
r5744,8161,5518,4,3
r5745,700,4686,2,17
r5746,5290,4193,3,10
r5747,7599,7819,4,6
r5748,8480,9780,4,16
r5749,5552,5401,2,4
r5750,1103,1981,5,19
r5751,9286,925,5,5
r5752,8840,1678,5,8
r5753,951,7398,3,18
r5754,6564,4516,3,19
r5755,3509,2396,2,7
r5756,6104,9019,5,11
r5757,3784,5896,5,15
r5758,4479,2382,5,4
r5759,7492,1129,1,6
r5760,7100,3682,2,3
r5761,1237,6622,4,15
r5762,4457,6767,5,3
r5763,9142,8702,4,6
r5764,4443,6646,4,5
r5765,1159,7820,4,11
r5766,892,1909,1,1
r5767,7376,5368,3,15
r5768,8803,5795,4,11
r5769,8912,8972,2,11
r5770,8838,9598,3,11
r5771,5440,8170,2,16
r5772,7289,7326,4,4
r5773,305,3289,1,16
r5774,7843,7841,1,11
r5775,583,5871,3,16
r5776,3433,7229,4,12
r5777,4778,1065,1,19
r5778,6188,7188,1,18
r5779,7783,1342,4,12
r5780,585,9433,2,6
r5781,5486,5380,1,11
r5782,6165,5042,3,11
r5783,1530,483,4,12
r5784,7887,7098,4,6
r5785,2427,6145,3,3
r5786,2179,1342,2,20
r5787,7190,6362,1,10
r5788,8084,8959,3,16
r5789,9710,5141,3,6
r5790,4854,8465,3,7
r5791,9135,6780,5,19
r5792,7494,6423,4,1
r5793,6549,2091,1,10
r5794,6516,5496,3,3
r5795,405,1598,5,13
r5796,300,2830,3,12
r5797,8805,4915,4,13
r5798,3823,1407,1,6
r5799,4763,2587,1,12
r5800,8023,3045,4,20
r5801,1934,5207,2,17
r5802,4808,4973,1,3
r5803,7120,8371,1,16
r5804,2615,451,5,10
r5805,61,3173,3,8
r5806,5953,6481,2,13
r5807,4434,6455,4,6
r5808,5463,8819,2,6
r5809,9044,4978,1,13
r5810,3020,9682,1,11
r5811,4796,932,3,10
r5812,4794,4079,1,16
r5813,2254,3240,5,3
r5814,9536,6182,1,15
r5815,1681,7941,5,15
r5816,761,240,4,6
r5817,9441,3457,4,12
r5818,7876,5031,4,10
r5819,1263,26,5,12
r5820,5363,2031,4,12
r5821,358,1157,1,17
r5822,9894,3611,4,20
r5823,5057,8563,2,1
r5824,1685,4011,5,1
r5825,393,6108,1,5
r5826,9758,5033,3,18
r5827,1404,7771,2,4
r5828,2631,5515,2,15
r5829,3734,5958,5,2
r5830,7673,6804,5,16
r5831,4132,5078,5,20
r5832,2150,1885,3,2
r5833,3984,4785,1,16
r5834,2560,2153,1,7
r5835,6704,8713,3,13
r5836,1997,9385,3,2
r5837,9049,167,5,19
r5838,2373,8432,4,17
r5839,5413,8159,2,3
r5840,3828,2619,4,9
r5841,2978,8157,2,15
r5842,8016,4955,5,10
r5843,4493,3485,3,4
r5844,5356,7122,3,8
r5845,4126,8796,1,4
r5846,185,6573,1,19
r5847,375,5066,2,2
r5848,9103,8227,5,7
r5849,5827,4935,1,1
r5850,494,5154,1,4
r5851,3505,5916,5,2
r5852,2224,1714,2,6
r5853,5226,3056,3,13
r5854,5611,9494,4,13
r5855,7579,6343,3,19
r5856,3809,7009,1,1
r5857,4081,7889,3,14
r5858,2436,3693,4,15
r5859,1783,4346,2,13
r5860,5255,4593,4,4
r5861,8240,6035,3,18
r5862,7370,5383,5,14
r5863,592,2315,4,2
r5864,8636,7644,1,16
r5865,5687,2317,2,1
r5866,5115,7919,5,16
r5867,2190,2893,4,9
r5868,3309,3924,3,19
r5869,9714,7936,5,14
r5870,4710,3613,1,14
r5871,3538,758,2,11
r5872,5168,1069,4,7
r5873,1335,4464,5,10
r5874,377,1239,5,9
r5875,8837,5766,4,17
r5876,8636,3506,2,1
r5877,2796,8391,4,15
r5878,4594,2670,2,15
r5879,4049,1863,3,10
r5880,6581,9326,5,8
r5881,4542,5643,3,18
r5882,1166,2581,1,6
r5883,5513,6316,2,8
r5884,2558,8972,5,20
r5885,4681,9810,5,18
r5886,3254,4573,5,1
r5887,2330,2806,4,7
r5888,8560,9900,5,8
r5889,1337,2481,3,15
r5890,7022,9838,3,8
r5891,5535,447,2,16
r5892,9314,3390,2,5
r5893,4700,4304,3,8
r5894,1943,5697,2,10
r5895,162,3648,1,13
r5896,5490,8387,2,19
r5897,8016,7556,5,1
r5898,8029,7145,1,12
r5899,8688,760,3,16
r5900,6387,3127,1,6
r5901,3773,8245,5,16
r5902,9722,7697,2,15
r5903,5902,8128,3,13
r5904,9994,8016,2,6
r5905,6104,1410,1,11
r5906,2778,336,1,5
r5907,2410,8167,4,17
r5908,1833,6154,1,15
r5909,8710,1343,5,16
r5910,9812,241,1,8
r5911,8216,2887,2,19
r5912,1271,1703,2,3
r5913,8164,840,1,1
r5914,2906,4348,4,16
r5915,4926,394,4,11
r5916,1653,2169,5,9
r5917,2692,1183,3,19
r5918,299,9668,2,10
r5919,7792,9045,3,1
r5920,9646,5906,2,8
r5921,729,1947,4,14
r5922,7589,4124,3,11
r5923,8842,1983,3,6
r5924,977,7302,5,14
r5925,8217,2219,4,11
r5926,1387,8764,4,11
r5927,5322,6868,2,10
r5928,801,2180,4,2
r5929,8059,3004,3,8
r5930,8155,3859,1,20
r5931,5827,1917,4,14
r5932,593,7077,2,8
r5933,6214,814,4,3
r5934,2434,7887,4,15
r5935,5279,8036,3,9
r5936,5227,2587,4,1
r5937,7096,8372,4,19
r5938,5310,2920,3,2
r5939,5662,1881,5,4
r5940,7226,3037,1,17
r5941,8510,6753,2,4
r5942,1479,9926,4,3
r5943,3841,9750,4,9
r5944,8419,6198,4,10
r5945,103,16,5,20
r5946,365,7013,5,15
r5947,1579,6359,5,18
r5948,4749,9955,5,16
r5949,218,9704,4,19
r5950,3619,2509,5,1
r5951,6060,4695,3,15
r5952,8867,4617,1,19
r5953,3096,5634,1,19
r5954,4299,4240,3,4
r5955,4892,9897,3,8
r5956,659,4466,3,10
r5957,908,7760,3,19
r5958,4464,1054,4,7
r5959,6072,8535,4,3
r5960,6789,4376,1,6
r5961,4708,3426,3,2
r5962,7378,1758,3,11
r5963,7861,221,2,11
r5964,9737,490,2,1
r5965,7962,9463,2,13
r5966,6915,221,5,9
r5967,7186,6781,2,14
r5968,9660,6268,5,20
r5969,3313,81,5,11
r5970,4872,1394,5,2
r5971,2363,4836,3,6
r5972,5491,1856,5,11
r5973,7764,3750,2,17
r5974,9138,2383,4,7
r5975,3203,1236,4,14
r5976,8766,2216,2,2
r5977,5680,8761,3,17
r5978,5783,1301,2,17
r5979,4164,6460,3,11
r5980,1134,7517,3,11
r5981,2920,6553,2,9
r5982,3021,9038,5,6
r5983,4677,4943,1,9
r5984,599,7603,5,14
r5985,2674,5792,5,16
r5986,8357,1573,5,2
r5987,9253,5951,5,17
r5988,3074,2700,2,1
r5989,3649,9280,4,16
r5990,2594,4923,3,14
r5991,9323,6593,2,3
r5992,2460,6759,1,2
r5993,2161,8710,3,4
r5994,2548,5374,4,16
r5995,4712,3741,5,4
r5996,3738,7890,4,13
r5997,9636,458,1,13
r5998,878,4280,4,15
r5999,3171,7083,4,19
r6000,7274,1774,4,3
r6001,679,9721,5,5
r6002,4427,4517,1,12
r6003,9494,272,5,9
r6004,8270,9934,5,9
r6005,2992,6593,5,19
r6006,7491,6720,5,2
r6007,2708,6382,4,11
r6008,5585,2415,1,13
r6009,8274,8011,5,18
r6010,9756,9385,5,16
r6011,8689,6607,1,2
r6012,1875,7488,4,17
r6013,4480,1989,3,6
r6014,6892,333,2,5
r6015,7765,7363,4,17
r6016,586,7602,2,14
r6017,5472,5500,2,3
r6018,3752,5405,1,6
r6019,1368,4588,4,12
r6020,6529,676,1,15
r6021,5022,7304,2,13
r6022,2711,2273,4,12
r6023,3671,712,1,17
r6024,6167,1603,1,15
r6025,7814,7847,5,6
r6026,1214,2563,5,2
r6027,8446,1772,1,1
r6028,9899,340,3,6
r6029,4587,4427,2,17
r6030,3668,3272,3,13
r6031,8877,8993,1,2
r6032,7959,1818,4,11
r6033,3526,5991,2,11
r6034,5377,8987,5,11
r6035,2652,5335,1,16
r6036,6421,9482,5,16
r6037,5685,7409,2,8
r6038,4951,5870,4,20
r6039,9331,9962,4,12
r6040,4094,9266,1,16
r6041,9450,2214,4,4
r6042,7327,3789,2,19
r6043,1250,8104,1,7
r6044,7027,6069,1,13
r6045,2597,6770,1,8
r6046,4773,8261,1,14
r6047,6519,9790,5,16
r6048,9500,8864,5,9
r6049,2589,6707,5,6
r6050,2827,9409,2,3
r6051,2172,2481,2,17
r6052,5630,3130,5,14
r6053,1656,5912,5,12
r6054,8456,1292,1,5
